t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb
32.02,88.6,100.0,2.0,14,2124.0,23325.0,19.4,,
33.02,91.9,100.0,44.6,14,2202.0,23325.0,19.4,,
34.02,91.9,100.0,15.0,14,2201.8,23325.2,19.4,,
35.02,93.6,100.0,21.0,14,2245.0,23325.4,19.4,,
36.02,96.0,100.0,63.6,14,2299.0,23325.4,19.3,,
37.02,93.4,100.0,37.4,14,2235.0,23325.4,19.3,,
38.02,94.5,100.0,7.9,14,2263.4,23325.4,19.3,,
39.02,97.3,100.0,87.9,14,2330.9,23325.9,19.3,,
40.02,93.4,100.0,11.0,14,2232.0,23325.9,19.3,100.0,10600.0
41.02,95.6,100.0,68.0,14,2287.9,23325.9,19.3,,
42.02,92.4,100.0,40.0,14,2203.8,23326.1,19.3,,
43.02,94.9,100.0,70.0,14,2254.7,23326.3,19.3,,
44.02,95.2,100.0,60.4,14,2269.0,23326.5,19.3,,
45.02,90.3,100.0,13.0,14,2150.2,23326.5,19.3,,
46.02,93.9,100.0,75.0,14,2219.0,23326.5,19.3,,
47.02,91.7,100.0,46.5,14,2192.0,23326.5,19.3,,
48.03,93.3,100.0,47.0,14,2232.0,23326.9,19.3,,
49.03,94.8,100.0,43.6,14,2270.4,23327.1,19.3,,
50.03,88.6,100.0,6.1,14,2119.7,23327.3,19.3,,
51.03,93.3,100.0,33.3,14,2228.9,23327.3,19.3,,
52.03,95.0,100.0,66.0,14,2275.1,23327.4,19.3,,
53.03,93.7,100.0,63.4,14,2241.5,23327.6,19.3,,
54.03,92.9,100.0,58.0,14,2225.0,23327.6,19.3,,
55.03,96.4,100.0,74.0,14,2307.8,23327.6,19.3,,
56.03,95.5,100.0,55.4,14,2281.9,23327.8,19.3,,
57.03,93.1,100.0,46.5,14,2227.5,23327.8,19.3,,
58.04,95.3,100.0,37.0,14,2281.6,23327.8,19.3,,
59.04,96.3,100.0,70.0,14,2306.7,23327.8,19.3,,
60.04,94.4,100.0,43.0,14,2258.4,23327.8,19.3,100.0,10600.6
61.04,95.2,100.0,48.0,14,2266.8,23327.8,19.3,,
62.04,91.4,100.0,28.7,14,2191.1,23327.8,19.3,,
63.04,92.3,100.0,2.0,14,2213.6,23327.8,19.3,,
64.04,92.8,100.0,52.5,14,2216.9,23327.8,19.3,,
65.04,93.4,100.0,36.6,14,2235.1,23327.8,19.3,,
66.04,88.3,100.0,21.8,14,2112.0,23327.8,19.3,,
67.04,91.4,100.0,24.2,14,2186.4,23327.8,19.3,,
68.04,94.2,100.0,20.0,14,2256.4,23328.0,19.3,,
69.04,95.5,100.0,18.0,14,2285.6,23328.0,19.3,,
70.04,94.0,100.0,19.0,14,2252.7,23328.0,19.3,,
71.04,95.4,100.0,76.0,14,2279.5,23328.2,19.3,,
72.04,94.5,100.0,62.6,14,2260.2,23328.2,19.3,,
73.04,93.8,100.0,54.0,14,2246.0,23328.2,19.3,,
74.05,96.3,100.0,61.0,14,2304.1,23328.4,19.3,,
75.05,92.4,100.0,28.0,14,2209.6,23328.4,19.3,,
76.05,94.9,100.0,50.5,14,2269.4,23328.4,19.3,,
77.05,94.3,100.0,50.0,14,2259.2,23328.4,19.3,,
78.05,94.2,100.0,43.6,14,2257.6,23328.4,19.3,,
79.05,93.4,100.0,38.8,14,2236.3,23328.4,19.3,,
80.05,98.8,100.0,89.0,14,2365.6,23328.4,19.3,100.0,10600.6
81.05,93.5,100.0,62.6,14,2237.0,23328.4,19.3,,
82.05,95.0,100.0,22.8,14,2272.4,23328.4,19.3,,
83.05,94.9,100.0,51.0,14,2270.7,23328.4,19.3,,
84.05,93.9,100.0,35.4,14,2249.2,23328.4,19.2,,
85.05,97.6,100.0,86.9,14,2338.5,23328.6,19.2,,
86.05,94.2,100.0,52.0,14,2249.5,23328.8,19.3,,
87.05,94.7,100.0,9.9,14,2270.4,23328.8,19.3,,
88.05,91.6,100.0,42.0,14,2189.8,23328.8,19.3,,
89.05,94.1,100.0,35.4,14,2251.1,23328.8,19.3,,
90.05,94.6,100.0,46.5,14,2260.3,23328.9,19.3,,
91.05,94.8,100.0,16.8,14,2270.7,23328.9,19.3,,
92.05,94.9,100.0,23.0,14,2269.6,23328.9,19.2,,
93.05,95.4,100.0,51.0,14,2283.4,23329.1,19.2,,
94.05,93.3,100.0,59.0,14,2231.2,23329.3,19.2,,
95.05,92.9,100.0,6.0,14,2224.6,23329.3,19.2,,
96.06,94.0,100.0,61.0,14,2247.1,23329.3,19.2,,
97.06,94.3,100.0,36.0,14,2253.1,23329.5,19.3,,
98.06,97.5,100.0,82.2,14,2338.2,23329.5,19.3,,
99.06,95.8,100.0,60.6,14,2290.6,23329.5,19.3,,
100.06,94.2,100.0,25.5,14,2259.1,23329.5,19.3,100.0,10614.3
101.06,94.5,100.0,56.6,14,2260.2,23329.5,19.3,,
102.06,94.2,100.0,46.0,14,2260.4,23329.5,19.2,,
103.06,93.3,100.0,19.0,14,2231.2,23329.7,19.2,,
104.06,92.6,100.0,6.0,14,2218.9,23329.7,19.2,,
105.06,89.7,100.0,14.0,14,2148.0,23329.9,19.2,,
106.06,96.8,100.0,79.0,14,2313.4,23329.9,19.2,,
107.06,92.5,100.0,58.0,14,2215.6,23329.9,19.2,,
108.06,93.0,100.0,19.2,14,2229.3,23330.1,19.2,,
109.06,93.2,100.0,37.6,14,2231.5,23330.4,19.2,,
110.06,95.8,100.0,62.0,14,2290.0,23330.4,19.2,,
111.06,95.9,100.0,66.7,14,2295.0,23330.4,19.2,,
112.06,95.8,100.0,47.0,14,2294.8,23330.4,19.2,,
113.06,94.2,100.0,55.0,14,2256.0,23330.6,19.2,,
114.06,94.2,100.0,42.6,14,2252.4,23330.6,19.2,,
115.06,96.0,100.0,57.4,14,2299.6,23330.6,19.2,,
116.06,90.0,100.0,43.4,14,2144.9,23330.6,19.3,,
117.06,87.0,100.0,8.0,14,2084.9,23330.6,19.3,,
118.06,91.0,100.0,13.9,14,2178.5,23330.6,19.3,,
119.06,93.8,100.0,40.0,14,2245.1,23330.8,19.2,,
120.06,92.7,100.0,45.5,14,2215.4,23330.8,19.3,100.0,10614.3
121.06,94.1,100.0,36.0,14,2247.8,23330.8,19.3,,
122.06,90.8,100.0,19.2,14,2173.6,23330.8,19.3,,
123.06,89.6,100.0,23.8,14,2142.3,23330.8,19.3,,
124.06,92.0,100.0,48.5,14,2200.0,23330.8,19.3,,
125.06,95.3,100.0,48.5,14,2284.0,23330.8,19.3,,
126.06,94.7,100.0,50.5,14,2260.2,23330.8,19.3,,
127.07,91.2,100.0,10.1,14,2185.2,23330.8,19.3,,
128.07,92.7,100.0,36.4,14,2219.2,23330.8,19.3,,
129.07,97.1,100.0,65.3,14,2323.8,23330.8,19.3,,
130.07,96.7,100.0,84.8,14,2315.2,23331.0,19.3,,
131.07,94.2,100.0,38.0,14,2249.6,23331.0,19.3,,
132.07,95.6,100.0,33.0,14,2287.9,23331.0,19.3,,
133.07,92.2,100.0,24.0,14,2210.8,23331.2,19.3,,
134.07,93.7,100.0,33.3,14,2239.7,23331.2,19.3,,
135.07,92.3,100.0,46.5,14,2213.6,23331.2,19.3,,
136.07,96.7,100.0,81.0,14,2308.3,23331.2,19.3,,
137.07,90.8,100.0,23.0,14,2174.9,23331.2,19.3,,
138.07,97.4,100.0,54.0,14,2328.6,23331.2,19.3,,
139.07,93.8,100.0,62.0,14,2245.8,23331.2,19.3,,
140.07,94.1,100.0,50.5,14,2255.6,23331.2,19.3,100.0,10614.3
141.07,95.5,100.0,66.7,14,2285.3,23331.2,19.3,,
142.08,93.9,100.0,46.0,14,2247.6,23331.6,19.3,,
143.08,99.0,100.0,92.0,14,2368.6,23331.6,19.3,,
144.08,96.0,100.0,67.7,14,2299.5,23331.8,19.3,,
145.08,94.2,100.0,20.8,14,2255.7,23331.8,19.3,,
146.08,95.1,100.0,75.8,14,2269.9,23331.8,19.3,,
147.08,94.1,100.0,1.0,14,2254.7,23331.9,19.3,,
148.08,91.6,100.0,15.8,14,2197.6,23332.1,19.3,,
149.08,93.6,100.0,34.3,14,2236.2,23332.1,19.3,,
150.08,95.1,100.0,20.2,14,2275.4,23332.1,19.3,,
151.08,89.1,100.0,26.3,14,2132.3,23332.3,19.3,,
152.08,94.1,100.0,11.9,14,2250.9,23332.3,19.3,,
153.08,94.7,100.0,62.0,14,2269.4,23332.3,19.3,,
154.08,95.9,100.0,68.7,14,2293.7,23332.3,19.3,,
155.08,97.8,100.0,86.0,14,2340.9,23332.3,19.3,,
156.08,94.1,100.0,44.4,14,2253.0,23332.3,19.3,,
157.08,94.0,100.0,14.1,14,2245.2,23332.3,19.3,,
158.08,92.7,100.0,33.7,14,2223.8,23332.3,19.3,,
159.09,88.5,100.0,22.0,14,2116.1,23332.3,19.3,,
160.09,93.1,100.0,61.6,14,2228.5,23332.3,19.3,100.0,10614.3
161.09,95.9,100.0,79.0,14,2288.9,23332.3,19.2,,
162.09,94.1,100.0,53.0,14,2253.1,23332.3,19.2,,
163.09,92.5,100.0,41.4,14,2215.0,23332.3,19.2,,
164.09,94.7,100.0,47.5,14,2269.3,23332.3,19.2,,
165.09,92.6,100.0,49.5,14,2216.7,23332.3,19.2,,
166.09,91.6,100.0,6.0,14,2194.1,23332.3,19.2,,
167.09,93.4,100.0,19.8,14,2230.7,23332.3,19.2,,
168.09,90.2,100.0,39.4,14,2159.7,23332.5,19.2,,
169.09,96.2,100.0,46.0,14,2303.5,23332.5,19.2,,
170.09,93.5,100.0,35.0,14,2239.3,23332.5,19.2,,
171.09,94.8,100.0,70.6,14,2260.4,23333.1,19.3,,
172.09,94.4,100.0,40.4,14,2262.2,23333.3,19.3,,
173.09,93.2,100.0,57.4,14,2227.5,23333.3,19.3,,
174.09,93.3,100.0,33.3,14,2234.5,23333.3,19.3,,
175.09,95.5,100.0,55.1,14,2286.6,23333.3,19.3,,
176.09,95.0,100.0,73.3,14,2269.1,23333.3,19.3,,
177.09,90.4,100.0,43.0,14,2164.1,23333.4,19.3,,
178.09,96.1,100.0,43.0,14,2266.4,23333.4,19.2,,
179.1,92.1,100.0,42.4,14,2208.0,23333.4,19.2,,
180.1,91.7,100.0,3.0,14,2193.8,23333.6,19.2,100.0,10600.6
181.1,90.8,100.0,51.5,14,2167.6,23333.6,19.2,,
182.1,93.9,100.0,45.5,14,2245.8,23333.6,19.2,,
183.1,92.0,100.0,24.5,14,2196.3,23333.6,19.2,,
184.1,93.5,100.0,45.5,14,2239.7,23333.8,19.2,,
185.1,92.6,100.0,45.0,14,2220.9,23333.8,19.2,,
186.1,91.9,100.0,48.0,14,2198.6,23334.0,19.2,,
187.1,94.7,100.0,45.0,14,2265.8,23334.0,19.2,,
188.1,90.5,100.0,33.3,14,2164.0,23334.0,19.2,,
189.1,96.7,100.0,62.0,14,2317.5,23334.0,19.2,,
190.1,98.5,100.0,91.1,14,2361.0,23334.4,19.2,,
191.1,92.5,100.0,56.0,14,2210.6,23334.4,19.2,,
192.1,90.2,100.0,7.0,14,2161.9,23334.4,19.2,,
193.1,93.2,100.0,19.0,14,2231.3,23334.4,19.2,,
194.1,95.6,100.0,46.9,14,2286.1,23334.4,19.2,,
195.1,93.4,100.0,37.6,14,2233.0,23334.4,19.2,,
196.1,93.8,100.0,49.5,14,2243.0,23334.4,19.2,,
197.1,92.6,100.0,41.6,14,2216.1,23334.6,19.2,,
198.1,92.1,100.0,37.0,14,2205.0,23334.8,19.2,,
199.1,92.1,100.0,22.0,14,2204.9,23334.8,19.2,,
200.1,92.8,100.0,19.8,14,2222.0,23334.9,19.2,100.0,10600.6
201.1,93.3,100.0,52.0,14,2228.0,23334.9,19.2,,
202.1,92.7,100.0,31.0,14,2217.8,23334.9,19.2,,
203.1,93.0,100.0,33.0,14,2230.6,23334.9,19.2,,
204.1,95.9,100.0,54.0,14,2287.5,23334.9,19.2,,
205.11,95.5,100.0,69.0,14,2288.7,23334.9,19.2,,
206.11,97.5,100.0,73.3,14,2333.7,23334.9,19.2,,
207.11,93.5,100.0,23.0,14,2237.3,23334.9,19.2,,
208.11,92.9,100.0,49.0,14,2221.2,23334.9,19.2,,
209.11,90.3,100.0,19.8,14,2160.7,23335.1,19.2,,
210.11,93.4,100.0,45.0,14,2240.0,23335.1,19.2,,
211.11,94.3,100.0,66.3,14,2253.5,23335.1,19.2,,
212.11,92.4,100.0,35.4,14,2209.4,23335.1,19.2,,
213.11,91.6,100.0,15.8,14,2192.1,23335.1,19.2,,
214.11,95.2,100.0,52.0,14,2275.5,23335.3,19.2,,
215.12,94.7,100.0,38.0,14,2265.7,23335.3,19.2,,
216.12,90.4,100.0,21.4,14,2162.1,23335.3,19.2,,
217.12,94.7,100.0,38.0,14,2263.7,23335.3,19.2,,
218.12,93.6,100.0,30.3,14,2239.6,23335.5,19.2,,
219.12,92.9,100.0,60.4,14,2222.7,23335.5,19.2,,
220.12,94.0,100.0,53.5,14,2251.5,23335.5,19.2,100.0,10602.6
221.12,96.0,100.0,76.0,14,2299.8,23335.5,19.2,,
222.12,91.7,100.0,47.5,14,2196.3,23335.5,19.2,,
223.12,94.9,100.0,44.0,14,2268.9,23335.5,19.2,,
224.12,94.6,100.0,57.0,14,2265.6,23335.7,19.2,,
225.12,98.8,100.0,86.9,14,2362.7,23335.7,19.2,,
226.12,93.7,100.0,38.4,14,2240.6,23335.9,19.2,,
227.12,90.9,100.0,13.1,14,2173.0,23335.9,19.2,,
228.12,95.3,100.0,31.0,14,2281.2,23336.1,19.2,,
229.12,92.4,100.0,36.0,14,2210.8,23336.3,19.2,,
230.13,94.4,100.0,32.0,14,2257.6,23336.3,19.2,,
231.13,95.4,100.0,26.0,14,2281.6,23336.3,19.2,,
232.13,94.0,100.0,14.0,14,2250.1,23336.3,19.2,,
233.13,97.3,100.0,65.0,14,2331.4,23336.3,19.2,,
234.13,94.8,100.0,35.0,14,2266.4,23336.3,19.2,,
235.13,96.0,100.0,58.0,14,2299.6,23336.3,19.2,,
236.13,95.0,100.0,50.5,14,2273.8,23336.3,19.2,,
237.13,92.3,100.0,55.0,14,2202.0,23336.3,19.2,,
238.13,91.7,100.0,62.0,14,2199.0,23336.3,19.2,,
239.13,93.6,100.0,34.3,14,2239.7,23336.3,19.2,,
240.13,94.1,100.0,55.0,14,2252.0,23336.3,19.2,100.0,10604.6
241.13,95.8,100.0,59.0,14,2288.4,23336.3,19.2,,
242.13,90.7,100.0,22.0,14,2174.1,23336.4,19.2,,
243.13,96.1,100.0,45.0,14,2299.1,23336.4,19.2,,
244.13,94.2,100.0,41.0,14,2253.5,23336.4,19.2,,
245.13,94.5,100.0,58.6,14,2261.5,23336.8,19.2,,
246.13,96.7,100.0,77.8,14,2313.5,23336.8,19.2,,
247.14,92.1,100.0,53.0,14,2203.6,23336.8,19.2,,
248.14,95.5,100.0,57.0,14,2285.9,23336.8,19.2,,
249.14,95.9,100.0,64.4,14,2300.5,23336.8,19.2,,
250.14,95.0,100.0,64.6,14,2265.0,23336.8,19.2,,
251.14,94.5,100.0,47.0,14,2261.2,23336.8,19.2,,
252.14,92.6,100.0,55.0,14,2216.9,23336.8,19.2,,
253.14,94.5,100.0,43.0,14,2261.8,23337.0,19.2,,
254.14,95.2,100.0,52.0,14,2275.0,23337.0,19.2,,
255.14,88.5,100.0,3.0,14,2121.4,23337.0,19.2,,
256.14,97.2,100.0,58.0,14,2324.2,23337.0,19.2,,
257.14,95.8,100.0,50.0,14,2289.0,23337.0,19.2,,
258.14,93.5,100.0,29.3,14,2235.9,23337.0,19.2,,
259.14,94.2,100.0,45.5,14,2256.0,23337.0,19.2,,
260.14,92.5,100.0,3.0,14,2216.5,23337.0,19.2,100.0,10618.3
261.14,95.1,100.0,67.0,14,2271.4,23337.2,19.2,,
262.14,94.6,100.0,58.6,14,2263.1,23337.2,19.2,,
263.14,96.2,100.0,73.5,14,2304.8,23337.2,19.2,,
264.14,96.5,100.0,58.6,14,2313.0,23337.4,19.2,,
265.14,90.8,100.0,28.7,14,2173.5,23337.4,19.2,,
266.14,95.9,100.0,80.0,14,2292.0,23337.4,19.2,,
267.14,98.3,100.0,83.0,14,2355.3,23337.4,19.2,,
268.14,92.9,100.0,17.0,14,2217.7,23337.8,19.2,,
269.14,92.7,100.0,43.6,14,2221.0,23337.8,19.2,,
270.14,95.2,100.0,51.5,14,2247.5,23337.8,19.2,,
271.14,93.9,100.0,61.6,14,2215.6,23337.8,19.2,,
272.14,93.8,100.0,35.0,14,2208.0,23337.8,19.2,,
273.14,94.3,100.0,50.5,14,2261.0,23337.8,19.2,,
274.15,94.6,100.0,20.0,14,2263.9,23337.8,19.2,,
275.15,96.9,100.0,42.0,14,2317.8,23337.9,19.2,,
276.15,91.5,100.0,60.4,14,2188.3,23337.9,19.2,,
277.15,95.4,100.0,59.6,14,2282.2,23337.9,19.2,,
278.15,92.2,100.0,49.0,14,2209.9,23337.9,19.2,,
279.15,96.5,100.0,67.0,14,2310.8,23338.1,19.2,,
280.15,94.0,100.0,13.0,14,2252.0,23338.1,19.2,100.0,10604.6
281.15,93.5,100.0,51.5,14,2229.7,23338.1,19.2,,
282.15,96.2,100.0,58.0,14,2305.1,23338.1,19.2,,
283.15,95.0,100.0,32.0,14,2272.4,23338.1,19.2,,
284.15,95.4,100.0,35.7,14,2285.0,23338.1,19.2,,
285.15,91.8,100.0,37.6,14,2193.8,23338.1,19.2,,
286.15,96.7,100.0,53.5,14,2311.1,23338.3,19.2,,
287.15,92.7,100.0,21.8,14,2219.2,23338.3,19.2,,
288.15,94.4,100.0,33.3,14,2262.2,23338.5,19.2,,
289.15,92.7,100.0,30.0,14,2216.4,23338.5,19.2,,
290.15,92.2,100.0,16.0,14,2207.9,23338.7,19.2,,
291.15,91.3,100.0,19.2,14,2181.1,23338.7,19.2,,
292.15,96.4,100.0,71.3,14,2310.7,23338.7,19.2,,
293.15,95.1,100.0,62.0,14,2273.4,23338.7,19.2,,
294.15,95.7,100.0,61.0,14,2292.6,23338.7,19.2,,
295.15,92.8,100.0,20.0,14,2218.0,23338.7,19.2,,
296.15,92.6,100.0,36.4,14,2213.5,23338.7,19.2,,
297.15,94.3,100.0,45.1,14,2253.0,23338.9,19.2,,
298.16,93.4,100.0,8.1,14,2240.7,23338.9,19.2,,
299.16,95.7,100.0,29.3,14,2290.0,23338.9,19.2,,
300.16,94.1,100.0,52.0,14,2250.0,23338.9,19.2,100.0,10620.3
301.16,93.9,100.0,55.6,14,2241.8,23338.9,19.2,,
302.16,91.8,100.0,3.0,14,2196.0,23339.3,19.2,,
303.16,92.5,100.0,23.0,14,2218.6,23339.3,19.2,,
304.16,95.5,100.0,44.4,14,2283.6,23339.3,19.2,,
305.16,92.8,100.0,44.0,14,2222.2,23339.3,19.2,,
306.16,91.1,100.0,12.7,14,2179.7,23339.3,19.2,,
307.16,93.5,100.0,38.4,14,2236.7,23339.3,19.2,,
308.16,94.5,100.0,20.0,14,2262.6,23339.4,19.2,,
309.16,94.4,100.0,23.2,14,2258.0,23339.4,19.2,,
310.16,93.5,100.0,10.9,14,2244.4,23339.4,19.2,,
311.16,97.6,100.0,80.2,14,2329.9,23339.4,19.2,,
312.16,93.7,100.0,51.5,14,2244.1,23339.4,19.2,,
313.16,91.0,100.0,1.0,14,2176.2,23339.4,19.2,,
314.17,96.1,100.0,66.0,14,2300.7,23339.4,19.2,,
315.17,93.1,100.0,38.6,14,2224.1,23339.4,19.2,,
316.17,95.0,100.0,37.6,14,2277.6,23339.4,19.2,,
317.17,93.2,100.0,34.0,14,2231.4,23339.4,19.2,,
318.17,90.7,100.0,13.0,14,2170.6,23339.4,19.2,,
319.17,93.0,100.0,44.6,14,2224.6,23339.6,19.2,,
320.17,94.2,100.0,41.4,14,2257.6,23339.8,19.2,100.0,10606.6
321.17,93.0,100.0,23.0,14,2221.3,23339.8,19.2,,
322.18,94.1,100.0,37.6,14,2254.1,23339.8,19.2,,
323.18,88.5,100.0,5.0,14,2120.7,23339.8,19.2,,
324.18,91.7,100.0,24.2,14,2195.9,23339.8,19.2,,
325.18,94.9,100.0,27.0,14,2271.0,23339.8,19.2,,
326.18,93.9,100.0,14.9,14,2245.8,23339.8,19.2,,
327.18,92.9,100.0,8.0,14,2225.0,23339.8,19.2,,
328.18,95.1,100.0,24.0,14,2270.0,23339.8,19.2,,
329.18,92.8,100.0,23.0,14,2224.8,23340.0,19.2,,
330.18,94.2,100.0,40.0,14,2256.0,23340.0,19.2,,
331.18,95.0,100.0,35.0,14,2271.6,23340.0,19.2,,
332.18,97.2,100.0,72.7,14,2321.0,23340.2,19.2,,
333.18,96.3,100.0,39.0,14,2306.2,23340.2,19.2,,
334.18,92.8,100.0,4.0,14,2221.1,23340.2,19.2,,
335.18,94.3,100.0,17.2,14,2261.0,23340.2,19.2,,
336.18,93.4,100.0,16.8,14,2235.2,23340.2,19.2,,
337.18,89.9,100.0,1.0,14,2152.5,23340.2,19.2,,
338.18,94.9,100.0,61.0,14,2268.2,23340.4,19.2,,
339.18,93.6,100.0,3.1,14,2240.0,23340.4,19.2,,
340.18,92.9,100.0,37.4,14,2221.0,23340.6,19.2,100.0,10620.3
341.18,93.4,100.0,30.3,14,2234.0,23340.6,19.2,,
342.18,95.4,100.0,38.6,14,2285.8,23340.8,19.2,,
343.18,89.1,100.0,6.1,14,2129.8,23340.8,19.2,,
344.19,93.4,100.0,18.0,14,2238.0,23340.8,19.2,,
345.19,93.7,100.0,37.3,14,2239.1,23340.8,19.2,,
346.19,92.3,100.0,50.0,14,2210.7,23340.8,19.2,,
347.19,93.9,100.0,25.3,14,2245.6,23341.1,19.2,,
348.19,94.5,100.0,45.5,14,2263.7,23341.3,19.2,,
349.19,92.4,100.0,51.0,14,2205.5,23341.3,19.2,,
350.19,94.5,100.0,56.6,14,2264.4,23341.3,19.2,,
351.19,95.1,100.0,46.0,14,2266.6,23341.5,19.2,,
352.19,93.7,100.0,59.4,14,2247.6,23341.5,19.2,,
353.19,92.1,100.0,57.0,14,2203.6,23341.5,19.2,,
354.19,91.7,100.0,29.7,14,2198.0,23341.5,19.2,,
355.19,92.6,100.0,40.8,14,2212.1,23341.5,19.2,,
356.2,95.3,100.0,68.7,14,2279.0,23341.5,19.2,,
357.2,96.2,100.0,65.3,14,2306.8,23341.5,19.2,,
358.2,94.6,100.0,38.4,14,2266.0,23341.5,19.2,,
359.2,92.8,100.0,43.0,14,2221.4,23341.5,19.2,,
360.2,93.6,100.0,56.6,14,2238.4,23341.5,19.2,100.0,10624.3
361.2,97.6,100.0,75.5,14,2326.4,23341.5,19.2,,
362.2,92.4,100.0,32.7,14,2213.6,23341.5,19.2,,
363.2,93.1,100.0,22.0,14,2230.6,23341.5,19.2,,
364.2,94.7,100.0,59.8,14,2262.2,23341.5,19.2,,
365.2,94.2,100.0,6.1,14,2254.0,23341.5,19.2,,
366.2,94.9,100.0,50.0,14,2269.0,23341.5,19.2,,
367.21,96.2,100.0,38.0,14,2299.4,23341.7,19.2,,
368.21,88.6,100.0,3.0,14,2124.4,23341.9,19.2,,
369.21,88.6,100.0,23.0,14,2122.0,23341.9,19.2,,
370.21,93.4,100.0,34.0,14,2235.7,23341.9,19.2,,
371.21,93.7,100.0,61.0,14,2238.0,23341.9,19.2,,
372.21,93.0,100.0,55.4,14,2223.2,23342.3,19.2,,
373.21,92.8,100.0,47.5,14,2221.6,23342.4,19.2,,
374.21,93.8,100.0,45.0,14,2250.0,23342.6,19.2,,
375.21,93.6,100.0,48.0,14,2241.6,23342.6,19.2,,
376.21,94.1,100.0,55.0,14,2250.0,23342.6,19.2,,
377.21,93.7,100.0,46.5,14,2238.5,23342.8,19.2,,
378.21,95.7,100.0,61.6,14,2290.8,23342.8,19.2,,
379.21,94.5,100.0,52.0,14,2261.2,23342.8,19.2,,
380.21,94.4,100.0,34.0,14,2259.7,23342.8,19.2,100.0,10624.3
381.21,89.6,100.0,30.6,14,2143.8,23342.8,19.2,,
382.21,96.5,100.0,52.0,14,2309.0,23343.0,19.2,,
383.21,93.3,100.0,20.0,14,2235.8,23343.2,19.2,,
384.21,90.8,100.0,2.0,14,2177.0,23343.2,19.2,,
385.21,92.2,100.0,49.5,14,2202.7,23343.2,19.2,,
386.22,95.6,100.0,49.0,14,2287.0,23343.2,19.2,,
387.22,93.2,100.0,59.0,14,2230.4,23343.6,19.2,,
388.22,92.7,100.0,31.0,14,2220.8,23343.6,19.2,,
389.22,94.9,100.0,47.5,14,2271.0,23343.6,19.2,,
390.22,94.7,100.0,56.6,14,2268.3,23343.8,19.2,,
391.22,93.6,100.0,58.0,14,2234.0,23343.8,19.2,,
392.22,94.6,100.0,58.4,14,2263.8,23343.9,19.2,,
393.22,94.9,100.0,30.0,14,2268.2,23344.1,19.2,,
394.22,95.7,100.0,67.0,14,2293.4,23344.1,19.2,,
395.22,95.4,100.0,50.0,14,2282.6,23344.3,19.2,,
396.22,96.8,100.0,56.0,14,2317.0,23344.3,19.2,,
397.22,91.1,100.0,33.7,14,2177.7,23344.3,19.2,,
398.22,93.3,100.0,44.4,14,2236.6,23344.7,19.2,,
399.22,93.5,100.0,52.0,14,2233.0,23344.7,19.2,,
400.22,92.5,100.0,37.4,14,2218.0,23344.9,19.2,100.0,10612.6
401.22,95.0,100.0,66.0,14,2269.4,23344.9,19.2,,
