t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb
190.09,95.4,100.0,70.0,14,2280.7,23784.3,21.5,,
191.09,95.3,100.0,47.5,14,2270.7,23784.3,21.6,,
192.09,96.7,100.0,68.7,14,2302.0,23784.3,21.5,,
193.09,95.1,100.0,63.0,14,2271.0,23784.3,21.5,,
194.09,95.6,100.0,53.5,14,2282.8,23784.3,21.5,,
195.09,96.0,100.0,51.0,14,2290.5,23784.5,21.5,,
196.09,94.4,100.0,74.7,14,2256.5,23784.5,21.5,,
197.09,94.4,100.0,71.3,14,2252.8,23784.7,21.5,,
198.09,96.1,100.0,51.5,14,2298.7,23784.7,21.5,,
199.09,94.3,100.0,40.0,14,2251.8,23784.7,21.5,,
200.09,93.5,100.0,68.0,14,2235.9,23784.7,21.5,100.0,10680.8
201.09,96.3,100.0,29.6,14,2301.8,23784.7,21.5,,
202.09,91.5,100.0,50.5,14,2183.7,23784.9,21.5,,
203.09,95.9,100.0,33.7,14,2288.9,23784.9,21.5,,
204.09,95.6,100.0,52.0,14,2287.0,23784.9,21.5,,
205.09,96.0,100.0,70.3,14,2289.6,23784.9,21.5,,
206.09,94.5,100.0,58.6,14,2259.2,23784.9,21.5,,
207.09,96.9,100.0,75.0,14,2310.0,23784.9,21.5,,
208.1,95.0,100.0,59.6,14,2271.1,23784.9,21.5,,
209.1,95.2,100.0,58.6,14,2276.6,23784.9,21.5,,
210.1,93.0,100.0,63.0,14,2215.1,23784.9,21.5,,
211.1,92.2,100.0,55.4,14,2202.9,23784.9,21.5,,
212.1,95.3,100.0,71.0,14,2278.5,23784.9,21.5,,
213.1,96.6,100.0,63.0,14,2308.6,23784.9,21.5,,
214.1,95.8,100.0,61.0,14,2269.4,23784.9,21.5,,
215.1,95.5,100.0,65.0,14,2277.0,23784.9,21.5,,
216.1,94.9,100.0,41.8,14,2275.2,23784.9,21.5,,
217.1,93.2,100.0,51.5,14,2221.1,23784.9,21.5,,
218.1,91.2,100.0,13.0,14,2180.8,23784.9,21.5,,
219.11,95.5,100.0,61.0,14,2274.8,23784.9,21.5,,
220.11,94.3,100.0,43.0,14,2257.5,23784.9,21.5,100.0,10680.8
221.11,95.2,100.0,40.0,14,2273.8,23785.1,21.5,,
222.11,98.4,100.0,83.0,14,2352.6,23785.1,21.5,,
223.11,94.1,100.0,53.0,14,2247.9,23785.3,21.5,,
224.11,92.7,100.0,10.1,14,2215.8,23785.3,21.5,,
225.11,94.3,100.0,54.5,14,2253.0,23785.3,21.5,,
226.11,94.4,100.0,27.7,14,2252.3,23785.3,21.5,,
227.11,93.5,100.0,44.0,14,2232.0,23785.3,21.5,,
228.11,94.7,100.0,54.5,14,2263.6,23785.5,21.5,,
229.11,96.4,100.0,76.0,14,2301.9,23785.5,21.5,,
230.12,92.5,100.0,44.0,14,2210.6,23785.5,21.5,,
231.12,94.0,100.0,63.3,14,2248.6,23785.5,21.5,,
232.12,94.0,100.0,27.0,14,2240.8,23785.5,21.5,,
233.12,94.9,100.0,61.0,14,2267.1,23785.6,21.5,,
234.12,97.0,100.0,50.5,14,2320.5,23785.6,21.5,,
235.12,98.8,100.0,80.0,14,2353.8,23785.6,21.5,,
236.12,95.1,100.0,56.6,14,2276.5,23785.8,21.5,,
237.12,93.4,100.0,66.0,14,2203.1,23786.0,21.5,,
238.12,96.2,100.0,75.0,14,2298.0,23786.0,21.5,,
239.12,93.3,100.0,37.0,14,2229.0,23786.0,21.5,,
240.12,97.6,100.0,49.5,14,2329.2,23786.0,21.5,100.0,10680.8
241.12,94.9,100.0,63.6,14,2273.6,23786.0,21.5,,
242.12,94.5,100.0,56.0,14,2257.7,23786.0,21.5,,
243.12,94.9,100.0,59.6,14,2262.9,23786.2,21.5,,
244.12,93.3,100.0,34.0,14,2235.2,23786.2,21.5,,
245.12,95.3,100.0,56.4,14,2273.4,23786.2,21.5,,
246.12,95.7,100.0,55.4,14,2288.3,23786.4,21.5,,
247.12,95.9,100.0,63.9,14,2289.0,23786.4,21.5,,
248.13,95.4,100.0,46.5,14,2281.6,23786.4,21.5,,
249.13,94.0,100.0,28.7,14,2246.7,23786.4,21.5,,
250.13,92.1,100.0,43.9,14,2195.3,23786.4,21.5,,
251.13,94.9,100.0,66.3,14,2265.6,23786.4,21.5,,
252.13,93.3,100.0,54.5,14,2230.6,23786.4,21.5,,
253.13,95.2,100.0,57.0,14,2274.1,23786.4,21.5,,
254.13,94.1,100.0,48.0,14,2247.8,23786.4,21.5,,
255.13,97.5,100.0,79.8,14,2328.7,23786.6,21.5,,
256.13,93.6,100.0,36.6,14,2238.5,23786.6,21.5,,
257.13,96.5,100.0,70.4,14,2288.8,23786.8,21.5,,
258.13,97.7,100.0,72.5,14,2330.9,23786.8,21.5,,
259.13,96.6,100.0,51.0,14,2311.6,23786.8,21.5,,
260.13,95.2,100.0,48.0,14,2254.1,23786.8,21.5,100.0,10680.8
261.13,94.6,100.0,43.0,14,2259.8,23786.8,21.5,,
262.13,94.8,100.0,18.6,14,2259.2,23786.8,21.5,,
263.13,93.0,100.0,38.0,14,2222.6,23786.8,21.5,,
264.13,95.4,100.0,43.6,14,2279.0,23786.8,21.5,,
265.13,95.2,100.0,54.5,14,2278.6,23786.8,21.5,,
266.13,95.5,100.0,55.4,14,2279.4,23787.0,21.5,,
267.13,95.7,100.0,61.0,14,2283.2,23787.0,21.5,,
268.13,93.4,100.0,49.0,14,2235.1,23787.0,21.5,,
269.13,92.5,100.0,11.1,14,2210.3,23787.0,21.5,,
270.13,96.7,100.0,64.0,14,2308.4,23787.0,21.5,,
271.14,95.1,100.0,70.7,14,2271.6,23787.0,21.5,,
272.14,96.6,100.0,56.0,14,2311.8,23787.1,21.5,,
273.14,95.8,100.0,61.0,14,2288.6,23787.1,21.5,,
274.14,97.5,100.0,76.2,14,2326.7,23787.1,21.5,,
275.14,95.1,100.0,61.6,14,2271.7,23787.1,21.5,,
276.14,94.7,100.0,69.3,14,2261.3,23787.3,21.5,,
277.14,94.3,100.0,59.8,14,2252.6,23787.3,21.5,,
278.14,92.2,100.0,29.0,14,2205.3,23787.3,21.5,,
279.14,96.0,100.0,71.7,14,2291.6,23787.3,21.5,,
280.14,97.7,100.0,63.0,14,2334.6,23787.3,21.5,100.0,10667.1
281.15,96.1,100.0,68.3,14,2291.9,23787.3,21.5,,
282.15,96.4,100.0,47.5,14,2303.6,23787.3,21.5,,
283.15,95.8,100.0,74.3,14,2267.7,23787.3,21.5,,
284.15,95.8,100.0,66.0,14,2292.9,23787.3,21.5,,
285.15,94.5,100.0,63.0,14,2253.3,23787.3,21.5,,
286.15,96.4,100.0,66.7,14,2305.2,23787.3,21.5,,
287.15,94.1,100.0,38.6,14,2249.0,23787.7,21.5,,
288.15,94.6,100.0,39.0,14,2257.8,23787.9,21.5,,
289.15,90.8,100.0,17.8,14,2171.7,23787.9,21.5,,
290.15,94.8,100.0,59.4,14,2262.6,23787.9,21.5,,
291.15,96.0,100.0,65.0,14,2294.6,23787.9,21.5,,
292.15,91.6,100.0,27.0,14,2188.1,23787.9,21.5,,
293.16,95.0,100.0,64.0,14,2266.9,23787.9,21.5,,
294.16,93.0,100.0,56.0,14,2225.0,23787.9,21.5,,
295.16,95.6,100.0,56.0,14,2283.2,23787.9,21.5,,
296.16,94.1,100.0,54.0,14,2250.0,23787.9,21.5,,
297.16,91.6,100.0,57.6,14,2188.0,23787.9,21.5,,
298.16,94.5,100.0,51.0,14,2256.3,23787.9,21.5,,
299.16,94.7,100.0,63.0,14,2268.1,23787.9,21.5,,
300.16,95.5,100.0,56.0,14,2275.6,23788.1,21.5,100.0,10667.1
301.16,91.7,100.0,29.0,14,2191.7,23788.1,21.5,,
302.16,96.9,100.0,70.3,14,2312.2,23788.1,21.5,,
303.16,96.7,100.0,70.7,14,2307.6,23788.1,21.5,,
304.16,92.5,100.0,16.0,14,2215.4,23788.1,21.5,,
305.16,97.4,100.0,53.0,14,2329.6,23788.1,21.5,,
306.16,93.7,100.0,57.0,14,2227.0,23788.1,21.5,,
307.16,92.5,100.0,19.2,14,2196.4,23788.1,21.5,,
308.16,97.4,100.0,77.0,14,2331.1,23788.1,21.5,,
309.17,93.8,100.0,27.7,14,2237.7,23788.1,21.5,,
310.17,95.7,100.0,60.6,14,2282.2,23788.1,21.5,,
311.17,95.0,100.0,59.8,14,2277.3,23788.3,21.5,,
312.17,96.5,100.0,66.3,14,2304.8,23788.3,21.5,,
313.17,94.9,100.0,57.1,14,2267.2,23788.3,21.5,,
314.17,95.9,100.0,64.0,14,2290.4,23788.3,21.5,,
315.17,94.2,100.0,35.6,14,2248.9,23788.3,21.5,,
316.17,95.7,100.0,39.4,14,2282.4,23788.5,21.5,,
317.18,94.3,100.0,20.0,14,2252.5,23788.5,21.5,,
318.18,95.2,100.0,54.0,14,2274.6,23788.5,21.5,,
319.18,94.4,100.0,44.4,14,2264.7,23788.5,21.5,,
320.18,92.7,100.0,40.0,14,2207.8,23788.5,21.6,100.0,10653.3
321.18,95.7,100.0,68.3,14,2286.1,23788.5,21.6,,
322.18,93.1,100.0,39.0,14,2221.8,23788.5,21.6,,
323.18,95.7,100.0,65.0,14,2247.9,23788.5,21.6,,
324.18,94.7,100.0,55.0,14,2226.4,23788.5,21.6,,
325.18,97.2,100.0,65.0,14,2288.5,23788.5,21.6,,
326.18,95.6,100.0,71.0,14,2243.8,23788.5,21.6,,
327.18,93.6,100.0,58.0,14,2187.7,23788.5,21.6,,
328.18,94.5,100.0,45.5,14,2179.8,23788.5,21.6,,
329.18,95.2,100.0,33.7,14,2196.0,23788.5,21.6,,
330.18,97.5,100.0,76.2,14,2216.0,23788.5,21.6,,
331.18,99.4,100.0,96.0,14,2279.0,23788.5,21.6,,
332.19,94.9,100.0,69.3,14,2194.1,23788.6,21.6,,
333.19,95.0,100.0,28.0,14,2275.5,23788.6,21.6,,
334.19,96.2,100.0,67.3,14,2303.5,23788.8,21.6,,
335.19,96.7,100.0,66.7,14,2315.8,23788.8,21.6,,
336.19,95.3,100.0,67.0,14,2276.4,23788.8,21.6,,
337.19,92.8,100.0,21.8,14,2220.9,23788.8,21.6,,
338.19,90.6,100.0,43.6,14,2163.0,23788.8,21.6,,
339.19,92.2,100.0,5.0,14,2204.5,23788.8,21.6,,
340.19,95.9,100.0,72.3,14,2291.0,23788.8,21.6,100.0,10660.5
341.19,95.5,100.0,61.4,14,2284.3,23788.8,21.6,,
342.19,95.5,100.0,50.5,14,2283.4,23788.8,21.6,,
343.2,93.8,100.0,49.5,14,2244.5,23788.8,21.6,,
344.2,92.4,100.0,39.0,14,2211.0,23788.8,21.6,,
345.2,92.4,100.0,41.6,14,2209.8,23789.0,21.6,,
346.2,92.3,100.0,37.8,14,2206.8,23789.0,21.6,,
347.2,92.7,100.0,35.0,14,2215.8,23789.0,21.6,,
348.2,94.9,100.0,45.5,14,2269.4,23789.6,21.6,,
349.2,95.2,100.0,66.0,14,2280.9,23789.6,21.6,,
350.2,94.7,100.0,66.0,14,2264.0,23789.6,21.5,,
351.2,95.0,100.0,47.5,14,2272.0,23789.6,21.5,,
352.2,95.2,100.0,74.7,14,2284.8,23789.6,21.5,,
353.2,97.0,100.0,72.0,14,2304.7,23789.6,21.5,,
354.2,95.9,100.0,57.4,14,2289.6,23789.6,21.5,,
355.21,93.1,100.0,45.5,14,2229.5,23789.6,21.5,,
356.21,92.7,100.0,46.5,14,2211.1,23789.6,21.5,,
357.21,95.4,100.0,46.9,14,2291.9,23789.6,21.5,,
358.21,96.1,100.0,53.0,14,2294.2,23789.6,21.5,,
359.21,93.0,100.0,42.4,14,2228.2,23789.6,21.5,,
360.21,93.2,100.0,43.0,14,2230.7,23789.6,21.5,100.0,10660.5
361.21,94.9,100.0,50.0,14,2266.9,23789.6,21.5,,
362.21,92.3,100.0,22.2,14,2203.3,23789.6,21.5,,
363.21,92.1,100.0,43.4,14,2203.1,23789.6,21.5,,
364.22,96.1,100.0,74.0,14,2297.0,23789.6,21.5,,
365.22,91.9,100.0,46.1,14,2207.6,23789.6,21.5,,
366.22,93.0,100.0,27.3,14,2224.3,23789.6,21.5,,
367.22,95.1,100.0,63.6,14,2274.8,23789.6,21.5,,
368.22,94.3,100.0,56.6,14,2256.1,23789.6,21.5,,
369.22,94.9,100.0,37.6,14,2269.1,23789.6,21.5,,
370.23,91.2,100.0,43.4,14,2181.3,23789.8,21.5,,
371.23,95.4,100.0,65.3,14,2281.2,23789.8,21.5,,
372.23,94.4,100.0,66.0,14,2260.4,23789.8,21.5,,
373.23,94.9,100.0,51.5,14,2269.7,23789.8,21.5,,
374.23,93.5,100.0,47.0,14,2234.8,23790.0,21.5,,
375.23,96.1,100.0,71.7,14,2302.0,23790.0,21.5,,
376.23,93.4,100.0,64.7,14,2213.2,23790.0,21.5,,
377.23,93.1,100.0,66.7,14,2226.2,23790.0,21.5,,
378.23,94.2,100.0,59.0,14,2253.7,23790.0,21.5,,
379.23,94.0,100.0,50.0,14,2247.2,23790.0,21.5,,
380.23,94.5,100.0,48.0,14,2264.7,23790.0,21.5,100.0,10660.5
381.23,96.1,100.0,65.7,14,2294.6,23790.0,21.5,,
382.24,93.1,100.0,43.6,14,2226.4,23790.0,21.5,,
383.24,93.2,100.0,65.0,14,2229.5,23790.0,21.5,,
384.24,97.8,100.0,85.1,14,2336.2,23790.0,21.5,,
385.24,95.2,100.0,74.3,14,2276.4,23790.0,21.5,,
386.24,95.6,100.0,59.6,14,2285.7,23790.0,21.5,,
387.24,94.2,100.0,45.0,14,2251.1,23790.0,21.5,,
388.24,93.6,100.0,61.4,14,2240.9,23790.0,21.5,,
389.24,92.8,100.0,8.0,14,2218.8,23790.0,21.5,,
390.24,94.0,100.0,45.0,14,2245.8,23790.1,21.5,,
391.24,93.9,100.0,52.0,14,2242.8,23790.1,21.5,,
392.24,96.8,100.0,82.0,14,2316.2,23790.1,21.5,,
393.24,94.0,100.0,53.0,14,2255.1,23790.1,21.5,,
394.24,92.7,100.0,60.0,14,2215.3,23790.1,21.5,,
395.24,93.1,100.0,29.7,14,2227.9,23790.3,21.5,,
396.25,93.0,100.0,50.5,14,2222.4,23790.5,21.5,,
397.25,95.4,100.0,77.0,14,2282.5,23790.5,21.5,,
398.25,93.7,100.0,43.6,14,2241.2,23790.5,21.5,,
399.25,92.0,100.0,30.7,14,2179.8,23790.5,21.5,,
400.25,96.2,100.0,51.5,14,2304.7,23790.5,21.5,100.0,10662.5
401.25,94.2,100.0,59.0,14,2250.4,23790.5,21.5,,
402.25,95.1,100.0,45.5,14,2270.5,23790.5,21.5,,
403.25,96.4,100.0,55.6,14,2309.8,23790.7,21.5,,
404.25,95.5,100.0,64.4,14,2284.9,23790.7,21.5,,
