t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb
80.06,95.3,100.0,37.0,14,2273.2,23410.2,21.3,100.0,10565.1
81.06,94.1,100.0,51.5,14,2242.0,23410.2,21.3,,
82.06,92.6,100.0,60.6,14,2211.8,23410.2,21.3,,
83.06,95.7,100.0,47.0,14,2283.2,23410.2,21.3,,
84.06,94.4,100.0,52.5,14,2252.8,23410.2,21.3,,
85.06,94.1,100.0,62.6,14,2239.1,23410.2,21.3,,
86.06,93.4,100.0,58.6,14,2209.7,23410.2,21.3,,
87.06,96.2,100.0,76.5,14,2296.7,23410.2,21.3,,
88.06,93.5,100.0,53.1,14,2229.3,23410.2,21.3,,
89.06,94.6,100.0,56.0,14,2259.7,23410.2,21.2,,
90.06,94.9,100.0,59.0,14,2264.1,23410.4,21.2,,
91.06,95.0,100.0,44.0,14,2267.6,23410.4,21.2,,
92.06,96.2,100.0,62.0,14,2283.6,23410.4,21.2,,
93.06,96.2,100.0,48.0,14,2285.9,23410.4,21.2,,
94.06,94.7,100.0,63.4,14,2262.0,23410.4,21.2,,
95.06,92.1,100.0,41.6,14,2203.0,23410.4,21.2,,
96.06,95.1,100.0,51.0,14,2265.1,23410.4,21.2,,
97.06,94.0,100.0,43.4,14,2249.0,23410.4,21.2,,
98.06,95.8,100.0,80.2,14,2284.8,23410.4,21.2,,
99.07,98.0,100.0,83.0,14,2335.6,23410.4,21.1,,
100.07,95.2,100.0,49.5,14,2249.7,23410.4,21.1,100.0,10565.1
101.07,94.6,100.0,66.0,14,2247.6,23410.4,21.1,,
102.07,92.7,100.0,44.0,14,2213.7,23410.4,21.1,,
103.07,97.1,100.0,69.6,14,2311.0,23410.4,21.0,,
104.07,95.5,100.0,30.7,14,2281.8,23410.4,21.0,,
105.07,95.3,100.0,51.5,14,2277.1,23410.4,21.0,,
106.07,95.5,100.0,53.5,14,2275.5,23410.4,21.0,,
107.07,94.9,100.0,46.5,14,2268.4,23410.4,21.0,,
108.07,94.0,100.0,21.8,14,2239.4,23410.4,21.0,,
109.07,96.4,100.0,43.4,14,2274.8,23410.4,21.0,,
110.07,97.0,100.0,54.5,14,2317.8,23410.4,21.0,,
111.07,93.5,100.0,33.0,14,2231.1,23410.4,21.0,,
112.07,92.7,100.0,36.4,14,2216.4,23410.4,21.0,,
113.07,97.2,100.0,70.7,14,2319.0,23410.4,21.0,,
114.07,94.0,100.0,58.8,14,2243.4,23410.4,21.0,,
115.08,95.1,100.0,36.0,14,2276.6,23410.4,21.0,,
116.08,95.4,100.0,50.5,14,2269.4,23410.4,21.0,,
117.08,94.3,100.0,45.5,14,2250.2,23410.4,21.0,,
118.08,95.1,100.0,46.5,14,2267.3,23410.4,21.0,,
119.08,94.2,100.0,42.6,14,2251.4,23410.4,21.0,,
120.08,95.8,100.0,66.3,14,2286.8,23410.4,21.0,100.0,10565.1
121.08,94.3,100.0,58.0,14,2250.3,23410.4,21.0,,
122.08,95.2,100.0,30.7,14,2252.6,23410.4,21.0,,
123.08,95.0,100.0,58.6,14,2267.6,23410.6,21.0,,
124.08,96.2,100.0,77.0,14,2296.0,23410.6,21.0,,
125.08,96.7,100.0,71.3,14,2302.2,23410.8,21.0,,
126.08,95.1,100.0,71.7,14,2267.0,23410.8,21.0,,
127.08,93.3,100.0,53.0,14,2229.1,23410.8,21.0,,
128.08,95.2,100.0,27.3,14,2270.0,23410.8,21.0,,
129.08,94.2,100.0,61.0,14,2250.8,23410.8,21.0,,
130.08,93.3,100.0,53.5,14,2229.1,23410.8,21.0,,
131.09,92.4,100.0,11.0,14,2206.4,23410.8,21.0,,
132.09,95.1,100.0,62.6,14,2268.0,23410.8,21.0,,
133.09,94.4,100.0,59.0,14,2229.9,23410.8,21.0,,
134.09,95.8,100.0,71.3,14,2284.2,23410.8,21.0,,
135.09,95.1,100.0,68.7,14,2276.1,23411.0,21.0,,
136.09,93.9,100.0,67.0,14,2240.2,23411.1,21.0,,
137.09,94.5,100.0,20.0,14,2256.0,23411.1,21.0,,
138.09,94.8,100.0,48.5,14,2268.1,23411.1,21.0,,
139.09,94.0,100.0,61.0,14,2240.3,23411.1,21.0,,
140.09,95.0,100.0,68.3,14,2268.7,23411.1,21.0,100.0,10565.1
141.09,93.8,100.0,55.0,14,2232.0,23411.1,21.0,,
142.09,97.1,100.0,49.5,14,2317.0,23411.1,21.0,,
143.09,93.2,100.0,44.0,14,2228.0,23411.1,21.0,,
144.09,98.6,100.0,83.0,14,2355.2,23411.1,21.0,,
145.09,95.9,100.0,64.6,14,2292.8,23411.1,21.0,,
146.09,93.5,100.0,64.6,14,2208.1,23411.3,21.0,,
147.09,93.2,100.0,63.0,14,2227.4,23411.3,21.0,,
148.09,94.5,100.0,70.7,14,2249.4,23411.3,21.0,,
149.1,95.7,100.0,57.0,14,2280.1,23411.3,21.0,,
150.1,96.0,100.0,60.4,14,2290.4,23411.3,21.0,,
151.1,95.0,100.0,45.0,14,2276.2,23411.3,21.0,,
152.1,93.9,100.0,24.8,14,2233.9,23411.3,21.0,,
153.1,96.3,100.0,42.0,14,2301.9,23411.3,21.0,,
154.1,94.1,100.0,53.5,14,2246.5,23411.3,21.0,,
155.1,94.9,100.0,28.0,14,2268.2,23411.3,21.0,,
156.1,92.6,100.0,53.0,14,2203.3,23411.3,21.0,,
157.1,95.4,100.0,50.5,14,2254.3,23411.3,21.0,,
158.1,95.9,100.0,46.0,14,2288.9,23411.3,21.0,,
159.1,96.4,100.0,67.3,14,2307.5,23411.3,21.0,,
160.1,94.9,100.0,35.0,14,2250.8,23411.3,21.0,100.0,10565.1
161.1,92.8,100.0,61.0,14,2209.5,23411.3,21.0,,
162.1,97.2,100.0,84.0,14,2312.0,23411.3,21.1,,
163.1,95.9,100.0,64.4,14,2271.0,23411.3,21.0,,
164.11,93.5,100.0,37.0,14,2230.3,23411.3,21.0,,
165.11,95.2,100.0,51.5,14,2280.6,23411.3,21.0,,
166.11,93.5,100.0,57.6,14,2225.3,23411.3,21.0,,
167.11,93.9,100.0,65.3,14,2239.6,23411.3,21.0,,
168.11,95.4,100.0,57.4,14,2278.3,23411.3,21.0,,
169.11,96.0,100.0,67.7,14,2292.6,23411.3,21.0,,
170.11,95.1,100.0,55.0,14,2273.6,23411.3,21.0,,
171.11,94.4,100.0,73.0,14,2248.6,23411.3,21.0,,
172.11,95.1,100.0,67.3,14,2272.0,23411.3,21.0,,
173.11,96.7,100.0,79.6,14,2284.4,23411.3,21.0,,
174.11,93.2,100.0,60.0,14,2226.4,23411.3,21.0,,
175.11,94.9,100.0,53.0,14,2271.5,23411.3,21.0,,
176.11,94.0,100.0,61.0,14,2241.7,23411.3,21.0,,
177.11,94.7,100.0,63.6,14,2263.7,23411.3,21.0,,
178.11,97.0,100.0,63.0,14,2309.1,23411.3,21.0,,
179.11,94.5,100.0,28.3,14,2262.0,23411.3,21.0,,
180.11,95.0,100.0,48.5,14,2265.2,23411.3,21.0,100.0,10565.1
181.11,93.8,100.0,59.2,14,2235.1,23411.3,21.0,,
182.11,94.4,100.0,63.0,14,2253.1,23411.3,21.0,,
183.11,92.6,100.0,11.1,14,2209.0,23411.3,21.0,,
184.12,96.0,100.0,53.5,14,2292.8,23411.3,21.0,,
185.12,94.8,100.0,61.6,14,2265.9,23411.3,21.0,,
186.12,94.3,100.0,51.0,14,2228.9,23411.3,21.0,,
187.12,96.2,100.0,66.0,14,2297.3,23411.3,21.0,,
188.12,95.6,100.0,47.0,14,2282.4,23411.3,21.0,,
189.12,96.3,100.0,67.3,14,2292.4,23411.3,21.0,,
190.12,95.5,100.0,54.0,14,2278.2,23411.3,21.0,,
191.12,94.4,100.0,35.4,14,2249.8,23411.3,21.0,,
192.12,95.5,100.0,37.6,14,2280.1,23411.3,21.0,,
193.12,93.5,100.0,36.0,14,2227.0,23411.3,21.0,,
194.12,95.5,100.0,43.4,14,2280.9,23411.3,21.0,,
195.12,92.8,100.0,26.0,14,2217.4,23411.3,21.0,,
196.12,94.0,100.0,56.6,14,2242.9,23411.3,21.0,,
197.12,97.7,100.0,71.7,14,2308.8,23411.3,21.0,,
198.12,96.7,100.0,71.0,14,2298.4,23411.3,21.0,,
199.12,93.2,100.0,66.0,14,2219.8,23411.5,21.0,,
200.12,93.4,100.0,53.0,14,2235.3,23411.5,21.0,100.0,10565.1
201.13,94.2,100.0,70.7,14,2249.4,23411.5,21.0,,
202.13,95.4,100.0,59.0,14,2279.6,23411.5,21.0,,
203.13,96.9,100.0,53.0,14,2311.9,23411.5,21.0,,
204.13,95.8,100.0,63.0,14,2286.5,23411.7,21.0,,
205.13,95.0,100.0,81.0,14,2253.1,23411.7,21.0,,
206.13,92.9,100.0,54.5,14,2217.4,23411.7,21.0,,
207.13,92.5,100.0,49.5,14,2203.6,23411.7,21.0,,
208.13,97.2,100.0,64.0,14,2319.3,23411.7,21.0,,
209.13,95.9,100.0,78.2,14,2281.3,23411.7,21.0,,
210.13,96.1,100.0,67.0,14,2283.3,23411.9,21.0,,
211.13,96.0,100.0,51.0,14,2288.0,23411.9,21.0,,
212.13,94.6,100.0,60.8,14,2258.6,23411.9,21.0,,
213.13,93.7,100.0,63.0,14,2227.0,23411.9,21.0,,
214.13,96.4,100.0,76.0,14,2304.8,23411.9,21.0,,
215.13,93.9,100.0,32.3,14,2240.4,23411.9,21.0,,
216.14,93.1,100.0,33.7,14,2223.1,23411.9,21.0,,
217.14,91.3,100.0,50.5,14,2180.0,23411.9,21.0,,
218.14,95.4,100.0,52.5,14,2279.4,23412.1,21.0,,
219.14,92.0,100.0,41.6,14,2198.8,23412.1,21.0,,
220.14,93.7,100.0,32.3,14,2234.4,23412.1,21.0,100.0,10561.1
221.14,96.3,100.0,57.0,14,2267.3,23412.1,21.0,,
222.14,94.9,100.0,68.0,14,2273.6,23412.1,21.0,,
223.14,94.9,100.0,45.0,14,2260.8,23412.1,21.0,,
224.14,94.9,100.0,47.0,14,2265.6,23412.1,21.0,,
225.14,92.3,100.0,25.3,14,2207.1,23412.3,21.0,,
226.14,93.6,100.0,39.4,14,2233.3,23412.3,21.0,,
227.14,96.1,100.0,62.4,14,2293.1,23412.3,21.1,,
228.14,95.6,100.0,60.2,14,2279.3,23412.3,21.0,,
229.14,95.2,100.0,70.7,14,2266.4,23412.3,21.0,,
230.14,95.2,100.0,50.0,14,2277.2,23412.3,21.0,,
231.14,96.6,100.0,51.0,14,2303.3,23412.3,21.0,,
232.14,94.2,100.0,60.0,14,2251.6,23412.3,21.0,,
233.14,95.3,100.0,52.5,14,2272.6,23412.5,21.0,,
234.15,96.7,100.0,64.4,14,2289.3,23412.5,21.0,,
235.15,94.2,100.0,39.4,14,2253.1,23412.5,21.0,,
236.15,94.3,100.0,72.3,14,2245.7,23412.5,21.0,,
237.15,95.9,100.0,56.4,14,2283.0,23412.5,21.0,,
238.15,94.3,100.0,49.5,14,2250.0,23412.5,21.0,,
239.15,93.3,100.0,53.1,14,2230.1,23412.5,21.0,,
240.15,95.6,100.0,54.0,14,2283.7,23412.5,21.0,100.0,10565.1
241.15,94.7,100.0,26.0,14,2258.7,23412.5,21.1,,
242.15,95.1,100.0,55.0,14,2267.9,23412.5,21.1,,
243.15,94.8,100.0,67.0,14,2264.6,23412.5,21.1,,
244.15,95.4,100.0,75.2,14,2275.6,23412.5,21.1,,
245.15,94.0,100.0,68.9,14,2221.1,23412.6,21.1,,
246.15,92.1,100.0,48.5,14,2194.0,23412.6,21.1,,
247.15,92.3,100.0,3.0,14,2203.8,23412.6,21.0,,
248.15,95.6,100.0,55.1,14,2281.7,23412.6,21.0,,
249.15,95.4,100.0,65.0,14,2276.0,23412.6,21.0,,
250.15,95.7,100.0,63.0,14,2289.0,23412.6,21.0,,
251.16,97.7,100.0,70.0,14,2330.8,23412.6,21.0,,
252.16,96.9,100.0,76.0,14,2313.0,23412.6,21.0,,
253.16,96.1,100.0,73.5,14,2288.8,23412.6,21.1,,
254.16,94.0,100.0,36.0,14,2243.1,23412.6,21.1,,
255.16,94.7,100.0,62.4,14,2264.9,23412.6,21.1,,
256.16,95.5,100.0,48.0,14,2282.0,23412.8,21.1,,
257.16,97.6,100.0,82.8,14,2322.2,23412.8,21.1,,
258.16,94.9,100.0,70.7,14,2245.6,23412.8,21.1,,
259.16,95.0,100.0,70.0,14,2268.0,23412.8,21.0,,
260.16,95.1,100.0,64.0,14,2274.0,23412.8,21.0,100.0,10565.1
261.16,95.7,100.0,73.5,14,2275.6,23412.8,21.1,,
262.16,96.1,100.0,48.0,14,2296.0,23412.8,21.1,,
263.16,96.0,100.0,61.4,14,2293.6,23412.8,21.1,,
264.16,95.6,100.0,59.6,14,2281.6,23412.8,21.1,,
265.16,96.0,100.0,73.0,14,2294.9,23412.8,21.0,,
266.16,91.9,100.0,27.3,14,2193.4,23412.8,21.0,,
267.16,96.1,100.0,61.4,14,2297.1,23412.8,21.0,,
268.16,96.0,100.0,48.0,14,2283.8,23412.8,21.0,,
269.16,97.4,100.0,74.5,14,2298.8,23412.8,21.0,,
270.16,92.9,100.0,48.0,14,2225.0,23412.8,21.0,,
271.17,96.7,100.0,62.6,14,2299.8,23412.8,21.0,,
272.17,94.1,100.0,66.3,14,2247.6,23412.8,21.0,,
273.17,93.8,100.0,63.4,14,2234.4,23412.8,21.0,,
274.17,95.6,100.0,67.7,14,2286.0,23412.8,21.0,,
275.17,95.7,100.0,68.3,14,2287.6,23412.8,21.0,,
276.17,95.2,100.0,68.0,14,2267.9,23412.8,21.0,,
277.17,94.4,100.0,56.6,14,2241.5,23412.8,21.0,,
278.17,95.9,100.0,28.3,14,2289.6,23412.8,21.0,,
279.17,93.8,100.0,47.0,14,2241.2,23412.8,21.0,,
280.17,95.9,100.0,71.7,14,2266.8,23412.8,21.0,100.0,10565.1
281.17,93.1,100.0,40.6,14,2219.4,23412.8,21.0,,
282.17,97.1,100.0,61.0,14,2323.4,23412.8,21.0,,
283.17,95.1,100.0,66.0,14,2265.4,23412.8,21.0,,
284.17,95.1,100.0,57.4,14,2268.6,23412.8,21.0,,
285.17,93.8,100.0,39.0,14,2234.5,23412.8,21.0,,
286.17,95.3,100.0,48.0,14,2275.0,23412.8,21.0,,
287.18,95.2,100.0,46.0,14,2273.5,23412.8,21.0,,
288.18,96.4,100.0,65.3,14,2275.4,23412.8,21.0,,
289.18,93.5,100.0,47.0,14,2233.5,23412.8,21.0,,
290.18,96.2,100.0,71.0,14,2301.7,23412.8,21.0,,
291.18,96.2,100.0,68.7,14,2295.9,23412.8,21.0,,
292.18,94.7,100.0,47.0,14,2260.1,23412.8,21.0,,
293.18,91.8,100.0,7.0,14,2182.7,23412.8,21.0,,
294.18,92.5,100.0,57.0,14,2208.4,23412.8,21.0,,
295.18,91.9,100.0,38.0,14,2197.0,23412.8,21.0,,
296.18,95.7,100.0,52.5,14,2280.4,23412.8,21.0,,
297.18,96.7,100.0,73.0,14,2310.9,23412.8,21.0,,
298.18,95.4,100.0,53.5,14,2279.4,23412.8,21.0,,
299.18,96.8,100.0,75.2,14,2311.0,23412.8,21.0,,
300.18,93.2,100.0,62.2,14,2227.0,23412.8,21.0,100.0,10565.1
301.18,95.3,100.0,65.7,14,2238.0,23412.8,21.0,,
302.18,96.5,100.0,49.0,14,2306.6,23412.8,21.0,,
303.18,95.1,100.0,62.0,14,2269.0,23413.0,21.0,,
304.18,94.6,100.0,61.4,14,2261.0,23413.0,21.0,,
305.18,94.9,100.0,42.0,14,2273.1,23413.0,21.0,,
306.18,96.2,100.0,72.4,14,2287.0,23413.0,21.0,,
307.18,93.7,100.0,33.7,14,2237.6,23413.0,21.0,,
308.18,93.4,100.0,43.4,14,2229.3,23413.0,21.0,,
309.18,94.0,100.0,28.7,14,2236.6,23413.0,21.1,,
310.18,96.2,100.0,71.0,14,2300.9,23413.0,21.1,,
311.19,96.0,100.0,57.0,14,2290.8,23413.0,21.0,,
312.19,96.4,100.0,54.5,14,2301.1,23413.0,21.0,,
313.19,93.9,100.0,15.2,14,2243.0,23413.0,21.0,,
314.19,94.6,100.0,27.6,14,2237.9,23413.0,21.0,,
315.19,96.6,100.0,51.5,14,2311.2,23413.0,21.0,,
316.19,94.8,100.0,53.0,14,2259.0,23413.0,21.0,,
317.19,95.8,100.0,66.0,14,2281.2,23413.0,21.0,,
318.19,94.6,100.0,58.6,14,2262.8,23413.0,21.0,,
319.19,97.0,100.0,64.3,14,2320.6,23413.0,21.0,,
320.19,94.0,100.0,68.0,14,2245.1,23413.0,21.0,100.0,10565.1
321.19,93.9,100.0,61.4,14,2238.2,23413.0,21.0,,
322.19,96.4,100.0,63.6,14,2297.8,23413.0,21.0,,
323.19,96.6,100.0,76.2,14,2307.7,23413.0,21.0,,
324.19,95.9,100.0,65.7,14,2287.4,23413.0,21.0,,
325.19,92.4,100.0,65.0,14,2178.4,23413.0,21.0,,
326.19,95.5,100.0,67.7,14,2277.2,23413.0,21.0,,
327.19,96.9,100.0,76.8,14,2312.4,23413.0,21.0,,
328.19,92.6,100.0,37.8,14,2210.7,23413.0,21.0,,
329.19,93.4,100.0,42.6,14,2231.4,23413.0,21.0,,
330.19,97.3,100.0,78.8,14,2322.0,23413.0,21.0,,
331.2,93.0,100.0,46.5,14,2223.0,23413.0,21.0,,
332.2,94.4,100.0,55.0,14,2251.9,23413.0,21.0,,
333.2,95.5,100.0,78.8,14,2271.9,23413.0,21.0,,
334.2,97.4,100.0,73.7,14,2330.2,23413.0,21.0,,
335.2,93.8,100.0,53.5,14,2243.4,23413.0,21.0,,
336.2,97.7,100.0,62.6,14,2327.1,23413.0,21.0,,
337.2,93.9,100.0,50.0,14,2228.8,23413.0,21.0,,
338.2,93.0,100.0,56.0,14,2219.9,23413.0,21.0,,
339.2,93.7,100.0,42.0,14,2238.2,23413.0,21.0,,
340.2,95.0,100.0,65.0,14,2264.2,23413.0,21.1,100.0,10561.1
341.2,96.6,100.0,56.1,14,2287.8,23413.0,21.0,,
342.2,94.8,100.0,67.0,14,2263.0,23413.2,21.0,,
343.2,91.9,100.0,23.0,14,2186.0,23413.2,21.0,,
344.2,97.1,100.0,78.8,14,2284.6,23413.2,21.0,,
345.2,96.8,100.0,61.6,14,2276.5,23413.2,21.0,,
346.2,97.8,100.0,76.5,14,2299.8,23413.2,21.0,,
347.2,93.8,100.0,43.9,14,2203.5,23413.2,21.0,,
348.2,95.3,100.0,65.3,14,2218.7,23413.2,21.0,,
349.2,97.7,100.0,75.8,14,2261.2,23413.2,21.0,,
350.2,98.4,100.0,82.8,14,2275.5,23413.2,21.0,,
351.2,97.4,100.0,87.1,14,2234.6,23413.2,21.0,,
352.2,95.6,100.0,79.0,14,2192.2,23413.2,21.0,,
353.2,96.3,100.0,74.0,14,2298.2,23413.2,21.0,,
354.2,91.8,100.0,43.0,14,2199.4,23413.2,21.0,,
355.2,93.2,100.0,64.6,14,2228.3,23413.2,21.0,,
356.2,96.1,100.0,57.4,14,2298.4,23413.2,21.0,,
357.2,89.9,100.0,28.0,14,2151.0,23413.2,21.0,,
358.21,93.5,100.0,63.4,14,2233.5,23413.2,21.0,,
359.21,98.3,100.0,80.0,14,2354.8,23413.2,21.0,,
360.21,96.5,100.0,49.0,14,2314.5,23413.2,21.0,100.0,10580.6
361.21,94.9,100.0,37.0,14,2266.6,23413.2,21.0,,
362.21,93.8,100.0,68.0,14,2227.2,23413.2,21.0,,
363.21,94.4,100.0,27.3,14,2263.6,23413.2,21.0,,
364.21,92.7,100.0,55.6,14,2216.0,23413.2,21.0,,
365.21,95.5,100.0,42.0,14,2287.2,23413.2,21.0,,
366.21,97.6,100.0,60.0,14,2331.7,23413.2,21.0,,
367.21,96.5,100.0,52.0,14,2311.9,23413.2,21.0,,
368.21,91.0,100.0,11.1,14,2177.8,23413.2,21.0,,
369.21,95.8,100.0,49.0,14,2296.8,23413.2,21.0,,
370.21,94.3,100.0,58.0,14,2261.6,23413.2,21.0,,
371.21,94.8,100.0,63.0,14,2264.6,23413.2,21.0,,
372.21,95.2,100.0,68.0,14,2274.0,23413.2,21.0,,
373.21,96.2,100.0,58.2,14,2304.7,23413.2,21.0,,
374.22,93.9,100.0,54.5,14,2247.6,23413.2,21.0,,
375.22,94.5,100.0,41.4,14,2262.9,23413.2,21.0,,
376.22,95.2,100.0,50.5,14,2276.3,23413.2,21.0,,
377.22,91.6,100.0,51.0,14,2195.0,23413.2,21.0,,
378.22,94.4,100.0,53.5,14,2258.6,23413.2,21.0,,
379.22,95.0,100.0,45.5,14,2276.8,23413.2,21.0,,
380.22,94.5,100.0,23.8,14,2255.7,23413.2,21.0,100.0,10582.6
381.22,93.2,100.0,23.2,14,2229.0,23413.2,21.0,,
382.22,94.6,100.0,51.5,14,2265.2,23413.2,21.0,,
383.23,96.0,100.0,53.5,14,2280.0,23413.2,21.0,,
384.23,96.1,100.0,54.0,14,2300.2,23413.2,21.0,,
385.23,97.7,100.0,68.6,14,2343.0,23413.2,21.0,,
386.23,96.6,100.0,79.0,14,2313.8,23413.2,21.0,,
387.23,94.7,100.0,41.0,14,2265.6,23413.2,21.0,,
388.23,97.3,100.0,84.0,14,2325.2,23413.2,21.0,,
389.23,93.2,100.0,23.0,14,2233.2,23413.2,21.0,,
390.23,94.8,100.0,9.0,14,2267.6,23413.2,21.0,,
391.23,96.5,100.0,45.5,14,2303.9,23413.2,21.0,,
392.24,93.5,100.0,42.0,14,2237.1,23413.2,21.0,,
393.24,96.4,100.0,58.6,14,2309.6,23413.2,21.0,,
394.24,94.4,100.0,69.3,14,2257.6,23413.2,21.0,,
395.24,95.8,100.0,48.0,14,2295.8,23413.2,21.0,,
396.24,98.0,100.0,76.2,14,2338.2,23413.2,21.0,,
397.24,94.1,100.0,55.4,14,2255.0,23413.2,21.0,,
398.24,93.7,100.0,58.6,14,2241.2,23413.2,21.0,,
399.24,96.5,100.0,51.0,14,2313.6,23413.2,21.0,,
400.24,94.7,100.0,28.7,14,2265.9,23413.2,21.0,100.0,10542.7
401.24,95.6,100.0,39.4,14,2286.6,23413.2,21.0,,
