t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,n_helper_procs,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb,gpu_mem_busy_pct,gpu_power_w
72.01,25.4,100.0,0.0,7,1,596.2,10065.9,14.3,,,,
73.01,25.2,100.0,0.0,7,1,601.2,10145.3,14.4,,,,
74.01,25.4,100.0,0.0,7,1,601.0,10228.4,14.5,,,,
75.01,25.8,100.0,0.0,7,1,601.0,10301.9,14.6,,,,
76.01,25.6,100.0,0.0,7,1,601.0,10368.6,14.6,,,,
77.01,25.2,100.0,0.0,7,1,598.0,10449.4,14.7,,,,
78.01,25.5,100.0,0.0,7,1,600.4,10529.3,14.8,,,,
79.01,25.4,100.0,0.0,7,1,601.0,10606.2,14.8,,,,
80.01,25.4,100.0,0.0,7,1,598.0,10674.1,14.9,100.0,2406.6,2.0,78.0
81.01,25.4,100.0,0.0,7,1,600.0,10748.3,15.0,,,,
82.01,25.5,100.0,0.0,7,1,600.0,10824.1,15.1,,,,
83.01,25.5,100.0,0.0,7,1,600.0,10896.1,15.1,,,,
84.01,25.3,100.0,0.0,7,1,599.0,10951.3,15.2,,,,
85.01,25.3,100.0,0.0,7,1,599.2,11019.1,15.2,,,,
86.01,25.8,100.0,0.0,7,1,598.4,11088.3,15.3,,,,
87.01,25.3,100.0,0.0,7,1,598.4,11162.6,15.4,,,,
88.01,25.4,100.0,0.0,7,1,600.0,11226.0,15.5,,,,
89.01,25.3,100.0,0.0,7,1,598.0,11293.6,15.5,,,,
90.01,25.3,100.0,0.0,7,1,598.0,11349.3,15.6,,,,
91.01,25.7,100.0,0.0,7,1,600.0,11404.3,15.6,,,,
92.01,25.2,100.0,0.0,7,1,599.0,11466.3,15.7,,,,
93.01,25.3,68.7,0.0,7,1,597.4,11536.1,15.8,,,,
94.01,25.5,100.0,0.0,7,1,600.6,11613.9,15.9,,,,
95.01,25.5,100.0,0.0,7,1,600.0,11691.9,15.9,,,,
96.01,25.5,100.0,0.0,7,1,601.0,11770.3,16.0,,,,
97.01,25.8,100.0,0.0,7,1,597.0,11850.9,16.1,,,,
98.01,25.5,100.0,0.0,7,1,602.4,11925.3,16.2,,,,
99.01,25.5,100.0,0.0,7,1,600.6,11986.8,16.3,,,,
100.01,25.5,100.0,0.0,7,1,598.0,12065.0,16.4,100.0,2382.6,2.0,78.0
101.01,25.4,100.0,0.0,7,1,601.4,12143.2,16.4,,,,
102.01,25.4,100.0,0.0,7,1,597.2,12221.0,16.5,,,,
103.01,25.3,100.0,0.0,7,1,603.4,12299.8,16.6,,,,
104.01,25.5,100.0,0.0,7,1,599.4,12369.3,16.7,,,,
105.01,27.0,90.0,2.0,7,1,596.9,12439.6,16.8,,,,
106.01,25.4,100.0,0.0,7,1,598.2,12511.1,16.8,,,,
107.01,25.5,100.0,0.0,7,1,600.8,12581.0,16.9,,,,
108.01,25.5,97.0,0.0,7,1,598.4,12627.1,16.9,,,,
109.01,25.2,100.0,0.0,7,1,598.2,12697.5,17.0,,,,
110.01,25.5,100.0,0.0,7,1,601.0,12759.1,17.1,,,,
111.01,25.2,100.0,0.0,7,1,598.0,12823.5,17.1,,,,
112.01,25.4,100.0,0.0,7,1,598.0,12894.0,17.2,,,,
113.01,26.5,100.0,0.0,7,1,597.0,12948.5,17.2,,,,
114.01,26.6,100.0,0.0,7,1,601.6,13007.2,17.3,,,,
115.01,25.6,90.1,0.0,7,1,599.0,13073.8,17.3,,,,
116.01,25.7,100.0,0.0,7,1,597.4,13171.1,17.4,,,,
117.01,25.3,100.0,0.0,7,1,601.0,13249.8,17.5,,,,
118.01,25.3,100.0,0.0,7,1,598.0,13320.0,17.6,,,,
119.01,25.4,100.0,0.0,7,1,601.8,13399.5,17.7,,,,
120.01,25.3,100.0,0.0,7,1,600.0,13448.4,17.8,100.0,2382.6,2.0,79.0
121.01,25.7,100.0,0.0,7,1,599.0,13522.8,17.8,,,,
122.01,25.4,100.0,0.0,7,1,602.0,13606.3,17.9,,,,
123.01,25.6,100.0,0.0,7,1,596.6,13685.8,18.0,,,,
124.01,25.3,100.0,0.0,7,1,601.0,13765.1,18.1,,,,
125.01,25.4,100.0,0.0,7,1,601.0,13854.1,18.2,,,,
126.01,25.4,100.0,0.0,7,1,598.4,13920.7,18.2,,,,
127.01,25.5,100.0,0.0,7,1,600.2,13991.6,18.3,,,,
128.01,25.8,76.0,0.0,7,1,598.4,14061.1,18.4,,,,
129.01,25.3,100.0,0.0,7,1,602.0,14131.1,18.4,,,,
130.01,25.4,100.0,0.0,7,1,598.6,14199.7,18.5,,,,
131.01,25.8,100.0,0.0,7,1,597.4,14268.7,18.6,,,,
132.01,25.2,100.0,0.0,7,1,598.0,14346.7,18.7,,,,
133.01,25.4,71.0,0.0,7,1,601.0,14405.8,18.7,,,,
134.01,25.5,100.0,0.0,7,1,596.8,14450.0,18.8,,,,
135.01,25.5,100.0,0.0,7,1,596.0,14480.0,18.8,,,,
136.02,25.4,100.0,0.0,7,1,601.0,14541.3,18.9,,,,
137.02,25.5,93.0,0.0,7,1,599.0,14608.6,18.9,,,,
138.02,25.4,100.0,0.0,7,1,598.0,14677.6,19.0,,,,
139.02,25.5,100.0,0.0,7,1,601.0,14767.6,19.1,,,,
140.02,25.5,100.0,0.0,7,1,600.0,14836.3,19.2,100.0,2382.6,2.0,79.0
141.02,25.5,100.0,0.0,7,1,600.0,14914.5,19.3,,,,
142.02,25.3,100.0,0.0,7,1,599.0,14992.5,19.4,,,,
143.02,25.3,100.0,0.0,7,1,601.0,15069.9,19.5,,,,
144.02,25.4,100.0,0.0,7,1,598.0,15149.0,19.5,,,,
145.02,25.6,100.0,0.0,7,1,602.0,15227.2,19.6,,,,
146.02,25.8,100.0,0.0,7,1,601.0,15304.5,19.7,,,,
147.02,25.6,100.0,0.0,7,1,600.0,15379.3,19.8,,,,
148.02,25.2,100.0,0.0,7,1,599.0,15452.8,19.8,,,,
149.02,25.4,100.0,0.0,7,1,597.0,15534.9,19.9,,,,
150.02,25.3,100.0,0.0,7,1,603.0,15601.8,20.0,,,,
151.02,25.4,100.0,0.0,7,1,596.0,15670.3,20.1,,,,
152.02,25.3,100.0,0.0,7,1,602.0,15730.1,20.1,,,,
153.02,25.4,100.0,0.0,7,1,600.0,15758.2,20.1,,,,
154.02,25.3,100.0,0.0,7,1,597.0,15833.2,20.2,,,,
155.02,25.6,100.0,0.0,7,1,598.0,15895.8,20.3,,,,
156.02,25.4,100.0,0.0,7,1,602.0,15984.7,20.4,,,,
157.02,26.2,100.0,0.0,7,2,575.0,17301.2,21.7,,,,
158.02,59.6,100.0,27.0,7,7,804.7,21779.4,24.3,,,,
159.02,55.7,100.0,11.9,7,7,1318.2,23115.7,25.1,,,,
160.02,39.1,84.8,2.0,7,27,921.1,35532.6,25.3,100.0,2337.9,2.0,80.0
161.02,25.9,99.0,0.0,7,31,602.0,37966.8,25.3,,,,
162.02,25.3,86.0,0.0,7,31,591.1,37968.8,25.3,,,,
163.02,25.8,88.9,0.0,7,31,595.0,37969.6,25.3,,,,
164.02,25.2,74.7,0.0,7,31,593.0,37970.7,25.3,,,,
165.02,26.8,74.3,2.0,7,31,594.0,37978.6,25.3,,,,
166.02,25.7,91.1,0.0,7,31,596.0,37987.9,25.3,,,,
167.02,25.3,100.0,0.0,7,31,592.0,37996.9,25.3,,,,
168.02,25.4,68.0,0.0,7,31,592.0,38009.3,25.3,,,,
169.02,25.2,100.0,0.0,7,31,595.9,38017.2,25.3,,,,
170.02,25.6,89.0,0.0,7,31,592.2,38026.4,25.3,,,,
171.02,25.9,100.0,0.0,7,31,592.8,38033.9,25.3,,,,
172.02,25.4,100.0,0.0,7,31,599.0,38034.5,25.3,,,,
173.02,25.6,100.0,0.0,7,31,599.2,38041.2,25.3,,,,
174.02,25.2,100.0,0.0,7,31,601.2,38073.3,25.4,,,,
175.02,25.5,100.0,0.0,7,31,599.0,38114.0,25.5,,,,
176.02,25.8,100.0,0.0,7,31,600.0,38155.2,25.5,,,,
177.02,25.2,100.0,0.0,7,31,602.0,38199.1,25.6,,,,
178.02,25.8,100.0,0.0,7,31,600.0,38238.8,25.6,,,,
179.02,25.5,100.0,0.0,7,31,601.4,38279.0,25.7,,,,
180.02,25.4,100.0,0.0,7,31,600.0,38320.4,25.7,100.0,2337.9,2.0,80.0
181.02,25.6,100.0,0.0,7,31,599.0,38364.5,25.8,,,,
182.02,25.4,100.0,0.0,7,31,600.0,38408.7,25.8,,,,
183.02,25.5,100.0,0.0,7,31,602.0,38449.6,25.9,,,,
184.02,25.2,100.0,0.0,7,31,598.0,38490.8,25.9,,,,
185.02,25.6,100.0,0.0,7,31,600.0,38533.2,25.9,,,,
186.02,25.4,100.0,0.0,7,31,602.0,38577.5,26.0,,,,
187.02,25.5,100.0,0.0,7,31,598.0,38621.2,26.0,,,,
188.02,25.5,100.0,0.0,7,31,599.0,38662.2,26.1,,,,
189.02,25.5,100.0,0.0,7,31,604.0,38703.8,26.1,,,,
190.02,25.4,100.0,0.0,7,31,598.0,38747.3,26.2,,,,
191.02,25.5,100.0,0.0,7,31,599.0,38849.9,26.3,,,,
192.02,26.1,100.0,0.0,7,31,600.0,38982.4,26.4,,,,
193.02,25.5,100.0,0.0,7,31,599.0,39095.9,26.5,,,,
194.02,25.3,100.0,0.0,7,31,601.0,39125.3,26.6,,,,
195.02,25.9,100.0,0.0,7,31,603.0,39158.9,26.6,,,,
196.02,25.4,100.0,0.0,7,31,601.0,39190.2,26.6,,,,
197.02,25.9,100.0,0.0,7,31,599.0,39221.7,26.7,,,,
198.02,29.8,100.0,1.0,7,31,600.0,39251.7,26.7,,,,
199.02,26.9,100.0,0.0,7,31,600.0,39282.1,26.7,,,,
200.02,25.4,100.0,0.0,7,31,598.0,39310.6,26.8,100.0,2487.9,4.0,86.0
201.02,25.5,100.0,0.0,7,31,601.0,39337.9,26.8,,,,
202.02,25.2,100.0,0.0,7,31,600.0,39366.8,26.8,,,,
203.02,25.6,100.0,0.0,7,31,600.0,39397.2,26.9,,,,
204.02,25.2,100.0,0.0,7,31,601.0,39428.3,26.9,,,,
205.02,25.6,100.0,0.0,7,31,600.8,39459.8,26.9,,,,
206.02,25.6,100.0,0.0,7,31,599.0,39489.8,27.0,,,,
207.02,25.4,100.0,0.0,7,31,600.0,39519.1,27.0,,,,
208.02,25.6,100.0,0.0,7,31,599.0,39548.1,27.0,,,,
209.02,25.3,100.0,0.0,7,31,601.4,39575.9,27.0,,,,
210.02,25.5,100.0,0.0,7,31,602.0,39604.4,27.1,,,,
211.02,25.6,100.0,0.0,7,31,598.7,39634.4,27.1,,,,
212.02,25.3,100.0,0.0,7,31,598.4,39665.3,27.1,,,,
213.02,25.4,100.0,0.0,7,31,600.8,39696.4,27.2,,,,
214.02,25.4,100.0,0.0,7,31,600.2,39727.0,27.2,,,,
215.02,25.6,100.0,0.0,7,31,600.0,39756.4,27.3,,,,
216.02,25.4,100.0,0.0,7,31,600.0,39785.3,27.3,,,,
217.02,25.4,100.0,0.0,7,31,602.0,39813.4,27.3,,,,
218.02,26.6,100.0,0.0,7,31,598.1,39842.1,27.3,,,,
219.02,25.7,100.0,0.0,7,31,602.2,39872.5,27.4,,,,
220.02,25.8,100.0,0.0,7,15,597.8,30174.5,27.3,100.0,2375.2,5.0,82.0
221.02,25.6,100.0,0.0,7,11,603.0,27771.8,27.3,,,,
222.02,25.4,100.0,0.0,7,11,598.0,27802.3,27.3,,,,
223.02,25.7,100.0,0.0,7,11,600.8,27814.5,27.3,,,,
224.02,25.3,100.0,0.0,7,11,599.6,27817.8,27.4,,,,
225.02,25.5,100.0,0.0,7,11,601.0,27813.9,27.4,,,,
226.02,27.0,100.0,0.0,7,11,598.0,27887.4,27.5,,,,
227.02,25.4,100.0,0.0,7,11,601.7,27965.2,27.6,,,,
228.02,25.5,100.0,0.0,7,11,597.0,28061.5,27.8,,,,
229.02,25.5,100.0,0.0,7,11,596.8,28080.9,27.8,,,,
230.02,25.4,100.0,0.0,7,11,598.6,28099.8,27.8,,,,
231.02,25.5,100.0,0.0,7,11,598.0,28100.2,27.8,,,,
232.02,25.4,100.0,0.0,7,11,597.8,28101.0,27.8,,,,
233.02,25.6,100.0,0.0,7,11,599.2,28101.0,27.7,,,,
234.02,27.7,100.0,0.0,7,11,598.2,28101.0,27.7,,,,
235.02,25.7,100.0,0.0,7,11,597.2,28101.0,27.6,,,,
236.02,25.7,100.0,0.0,7,11,599.0,28101.0,27.6,,,,
237.02,25.3,100.0,0.0,7,11,599.4,28101.0,27.6,,,,
238.02,25.6,90.0,0.0,7,11,594.0,28101.0,27.6,,,,
239.02,25.3,100.0,0.0,7,11,597.4,28101.1,27.6,,,,
240.02,25.7,100.0,0.0,7,11,597.0,28101.3,27.6,100.0,2396.9,5.0,82.0
241.03,25.6,100.0,0.0,7,11,599.0,28101.3,27.6,,,,
242.03,25.3,100.0,0.0,7,11,597.0,28101.3,27.6,,,,
243.03,25.8,100.0,0.0,7,11,597.6,28101.3,27.6,,,,
244.03,25.6,100.0,0.0,7,11,599.4,28101.3,27.6,,,,
245.03,25.7,100.0,0.0,7,11,597.6,28101.3,27.5,,,,
246.03,25.4,100.0,0.0,7,11,599.4,28101.3,27.5,,,,
247.03,25.4,100.0,0.0,7,11,597.0,28144.6,27.5,,,,
248.03,25.6,100.0,0.0,7,11,599.6,28147.1,27.5,,,,
249.03,25.4,100.0,0.0,7,11,600.4,28253.8,27.6,,,,
250.03,25.6,100.0,0.0,7,7,599.4,25914.5,27.7,,,,
251.03,25.5,100.0,0.0,7,7,601.0,26246.9,28.0,,,,
252.03,25.5,100.0,0.0,7,7,600.0,26555.6,28.4,,,,
253.03,25.7,100.0,0.0,7,7,599.2,26973.5,28.8,,,,
254.03,25.3,100.0,0.0,7,7,602.2,27135.9,29.0,,,,
255.03,25.3,100.0,0.0,7,7,600.0,27236.9,29.1,,,,
256.03,25.8,100.0,0.0,7,7,598.0,27528.9,29.4,,,,
257.03,25.4,100.0,0.0,7,7,599.0,27762.6,29.6,,,,
258.03,25.4,100.0,0.0,7,7,600.0,28014.4,29.8,,,,
259.03,25.5,100.0,0.0,7,7,596.0,28154.8,30.0,,,,
260.03,25.6,100.0,0.0,7,7,604.0,28245.0,30.1,100.0,2396.9,4.0,82.0
261.03,25.3,100.0,0.0,7,7,597.0,28253.9,30.1,,,,
262.03,25.5,100.0,0.0,7,7,596.0,28263.7,30.1,,,,
263.03,25.4,58.4,0.0,7,7,598.6,28263.9,30.1,,,,
264.03,25.3,100.0,0.0,7,7,599.0,28263.9,30.1,,,,
265.03,25.5,100.0,0.0,7,7,598.0,28264.5,30.1,,,,
266.03,25.9,100.0,0.0,7,7,601.0,28265.4,30.1,,,,
267.03,25.6,100.0,0.0,7,7,599.0,28266.7,30.1,,,,
268.03,25.3,100.0,0.0,7,7,600.8,28267.9,30.1,,,,
269.03,25.3,100.0,0.0,7,7,598.2,28269.4,30.1,,,,
270.03,25.5,100.0,0.0,7,7,597.0,28270.1,30.1,,,,
271.03,25.7,100.0,0.0,7,7,600.0,28271.4,30.1,,,,
272.03,25.4,100.0,0.0,7,7,602.0,28272.6,30.1,,,,
273.03,25.4,100.0,0.0,7,7,597.6,28272.9,30.1,,,,
274.03,25.5,100.0,0.0,7,7,595.4,28274.1,30.1,,,,
275.03,25.4,100.0,0.0,7,7,602.4,28275.4,30.1,,,,
276.03,25.5,100.0,0.0,7,7,601.0,28276.3,30.1,,,,
277.03,25.3,100.0,0.0,7,7,599.0,28278.0,30.1,,,,
278.03,25.6,100.0,0.0,7,7,599.0,28279.3,30.1,,,,
279.03,25.6,100.0,0.0,7,7,599.0,28280.2,30.1,,,,
280.03,25.7,100.0,0.0,7,7,601.0,28281.4,30.1,100.0,2394.9,4.0,82.0
281.03,25.3,100.0,0.0,7,7,599.0,28282.3,30.1,,,,
282.03,25.5,100.0,0.0,7,7,597.0,28283.1,30.1,,,,
283.03,25.6,100.0,0.0,7,7,599.0,28108.8,29.9,,,,
284.03,25.4,100.0,0.0,7,7,600.0,28160.2,30.0,,,,
285.03,25.4,100.0,0.0,7,7,600.0,28270.6,30.1,,,,
286.03,27.0,100.0,0.0,7,7,598.4,28697.6,30.6,,,,
287.03,25.4,100.0,0.0,7,7,597.7,29627.1,31.9,,,,
288.03,25.6,100.0,0.0,7,7,600.8,30199.0,32.7,,,,
289.03,25.4,100.0,0.0,7,7,599.0,30563.1,33.2,,,,
290.03,25.3,100.0,0.0,7,7,595.3,31026.4,33.7,,,,
291.03,19.6,100.0,0.0,7,7,462.9,32745.4,35.3,,,,
292.03,20.7,100.0,0.0,7,8,446.0,34712.6,37.1,,,,
293.03,20.2,57.6,0.0,7,10,326.0,35833.0,38.8,,,,
294.03,17.3,100.0,0.0,7,10,301.0,37136.4,39.8,,,,
295.03,14.9,100.0,0.0,7,7,240.0,36053.1,39.8,,,,
296.03,24.7,100.0,0.0,7,7,573.0,36449.5,39.8,,,,
297.03,25.5,100.0,0.0,7,7,600.0,36607.2,39.9,,,,
298.03,27.5,100.0,0.0,7,7,647.4,37366.9,40.5,,,,
299.03,31.9,100.0,0.0,7,7,756.0,37632.1,40.7,,,,
300.03,25.4,100.0,0.0,7,7,600.0,37632.1,40.7,100.0,5299.5,5.0,82.0
301.03,25.5,100.0,0.0,7,7,600.0,37352.7,40.3,,,,
302.03,25.5,100.0,0.0,7,7,600.0,37368.3,40.3,,,,
303.03,23.1,100.0,0.0,7,7,546.0,36072.0,39.5,,,,
304.03,25.0,100.0,0.0,7,7,587.0,37497.7,40.5,,,,
305.03,26.5,100.0,0.0,7,7,629.1,38365.1,41.3,,,,
306.03,30.7,100.0,0.0,7,7,721.6,38317.2,41.5,,,,
307.03,28.2,90.1,0.0,7,7,666.0,40029.4,42.7,,,,
308.03,28.7,95.0,1.0,7,7,683.8,40499.3,42.9,,,,
309.03,32.3,99.0,0.0,7,7,771.2,41187.2,43.8,,,,
310.03,34.4,90.0,0.0,7,7,815.9,41306.5,43.9,,,,
311.03,46.9,97.0,1.0,7,7,1118.4,41322.8,43.9,,,,
312.03,49.5,97.0,2.1,7,7,1178.0,41323.4,43.9,,,,
313.03,48.6,100.0,3.1,7,7,1172.0,41324.0,43.9,,,,
314.03,49.4,100.0,0.0,7,7,1182.0,41324.0,43.9,,,,
315.03,49.4,100.0,0.0,7,7,1170.0,41324.4,43.8,,,,
316.03,47.4,100.0,0.0,7,7,1130.4,41324.4,43.8,,,,
317.03,48.7,100.0,0.0,7,7,1165.0,41324.6,43.8,,,,
318.03,49.7,99.0,0.0,7,7,1184.0,41324.5,43.8,,,,
319.03,49.5,100.0,1.0,7,7,1182.4,41324.7,43.8,,,,
320.03,48.2,93.9,4.0,7,7,1142.4,41324.7,43.7,100.0,6176.1,3.0,98.0
321.03,46.9,100.0,0.0,7,7,1124.6,41325.2,43.7,,,,
322.03,49.1,91.0,9.0,7,7,1168.4,41325.6,43.7,,,,
323.03,49.1,98.0,18.2,7,7,1172.6,41326.1,43.7,,,,
324.03,48.0,93.0,0.0,7,7,1147.0,41326.7,43.7,,,,
325.03,48.8,94.9,0.0,7,7,1165.4,41327.8,43.7,,,,
326.03,51.4,100.0,0.0,7,7,1148.8,41327.9,43.6,,,,
327.03,49.6,100.0,0.0,7,7,1137.8,41327.9,43.6,,,,
328.03,51.6,96.0,5.0,7,7,1167.2,41328.3,43.6,,,,
329.03,51.8,97.0,0.0,7,7,1161.6,41328.0,43.6,,,,
330.03,47.9,95.0,1.0,7,7,1124.6,41328.2,43.5,,,,
331.03,47.8,100.0,0.0,7,7,1131.4,41328.4,43.5,,,,
332.03,49.6,97.0,0.0,7,7,1189.6,41329.1,43.5,,,,
333.03,48.0,100.0,0.0,7,7,1147.0,41328.9,43.5,,,,
334.03,50.1,96.0,5.0,7,7,1171.0,41329.6,43.4,,,,
335.04,50.3,97.0,0.0,7,7,1177.0,41329.8,43.4,,,,
336.04,46.9,98.0,0.0,7,7,1120.0,41329.7,43.4,,,,
337.04,49.0,100.0,0.0,7,7,1172.4,41329.8,43.4,,,,
338.04,49.3,98.0,0.0,7,7,1177.6,41329.3,43.4,,,,
339.04,49.4,97.0,3.0,7,7,1161.4,41329.4,43.3,,,,
340.04,48.0,100.0,0.0,7,7,1146.8,41330.4,43.3,100.0,6249.9,3.0,97.0
341.04,47.7,100.0,2.0,7,7,1141.1,41330.3,43.3,,,,
342.04,49.6,98.0,0.0,7,7,1186.0,41330.2,43.3,,,,
343.04,48.8,100.0,3.1,7,7,1165.4,41330.1,43.3,,,,
344.04,48.8,100.0,0.0,7,7,1170.0,41330.4,43.3,,,,
345.04,48.0,100.0,0.0,7,7,1148.4,41330.3,43.3,,,,
346.04,50.1,99.0,0.0,7,7,1165.4,41330.3,43.4,,,,
347.04,49.5,100.0,0.0,7,7,1177.0,41330.3,43.4,,,,
348.04,49.6,100.0,9.0,7,7,1185.0,41330.2,43.4,,,,
349.04,48.2,100.0,0.0,7,7,1158.0,41330.4,43.4,,,,
350.04,48.6,100.0,0.0,7,7,1164.0,41330.6,43.4,,,,
351.04,48.6,100.0,0.0,7,7,1158.9,41330.8,43.4,,,,
352.04,49.6,100.0,0.0,7,7,1179.6,41330.2,43.4,,,,
353.04,48.3,95.0,10.3,7,7,1160.4,41330.4,43.4,,,,
354.04,48.7,100.0,1.0,7,7,1160.0,41330.2,43.3,,,,
355.04,49.4,98.0,0.0,7,7,1181.0,41330.4,43.3,,,,
356.04,48.4,100.0,0.0,7,7,1156.9,41330.3,43.3,,,,
357.04,48.5,98.0,3.0,7,7,1162.4,41330.3,43.3,,,,
358.04,48.2,94.0,7.9,7,7,1151.6,41330.4,43.3,,,,
359.04,48.9,98.0,1.0,7,7,1171.8,41330.2,43.3,,,,
360.04,48.7,93.1,2.0,7,7,1167.0,41330.4,43.3,100.0,6180.1,3.0,104.0
361.04,48.9,100.0,0.0,7,7,1165.4,41330.5,43.3,,,,
362.04,47.2,100.0,0.0,7,7,1124.6,41330.9,43.3,,,,
363.04,50.1,100.0,0.0,7,7,1195.0,41330.8,43.3,,,,
